순번,주제,용어,설명
2047,과학,이동형 전자상거래,"이동단말기를 통하여 수행되는 모든 형태의 거래를 지칭하는 것으로 전자상거래의 한 형태이다. 기존의 사무실이나 집에서 유선으로 인터넷 네트워크를 통해 상거래를 하던 e-커머스와는 달리, 이동 중에 휴대폰이나 무선인터넷 정보단말기 등을 통해 상거래하는 전자상거래의 한 종류이다. 전세계적으로 이동형 전자상거래의 비중은 앞으로 더욱 증가할 것이며, 미국과 유럽 등 여러 선진국 업체들은 이와 관련해 치열한 기술개발 경쟁을 벌이고 있다. 주요 사업 분야는 모바일 뱅킹, 모바일 카드(휴대전화 서비스와 신용카드ㆍ교통카드ㆍ전자화폐 등을 결합한 서비스), 전자복권 및 티켓 예매, 모바일 쇼핑, 모바일 광고, 모바일 주식거래 등이 있다. 특히 모바일 쇼핑은 점포나 쇼핑몰, 편의점과 같은 밀폐된 환경에 있는 고객들을 대상으로 무선으로 판매촉진 활동을 할 수 있고 해변이나 야외에서 주문을 하더라도 판매자가 소비자의 위치를 쉽게 찾아가는 것을 가능하게 해 줄 수 있어 판매방식의 획기적인 진화와 더불어 놀라운 수익성 증대를 기대할 수 있다. "
2057,경영,이익배당 ,"	회사가 영업활동으로 얻은 이익을 주주에게 분배하는 것을 말한다. 배당의 대가로 지급되는 것에 따라 현금배당과 주식배당으로 구별한다. 특히 현금배당을 하기 위해서는 배당가능이익이 존재하여야 하는데, 여기서 배당가능이익이란 순자산액(자산총액으로부터 부채총액을 공제한 잔액)에서 자본금ㆍ그 결산기까지 적립된 법정 준비금 및 그 결산기에 적립하여야 할 법정준비금 및 임의준비금 및 대통령령으로 정하는 미실현이익을 공제한 후 남는 금액을 말한다. 회사는 영리활동으로 인한 이익을 자본주에게 분배하는 것을 목적으로 하는 영리법인이므로, 주주 또는 사원의 이익배당청구권은 대표적인 주주의 자익권이며 고유권이므로 회사가 이를 박탈하거나 제한할 수 없다. "
2058,경영,이자보상배율(Interest Coverage Ratio),기업이 수입에서 얼마를 이자비용으로 쓰고 있는지를 나타내는 수치이다. 기업의 채무상환 능력을 나타내는 지표로 영업이익을 금융비용(이자비용)으로 나눈 것이다. 기업이 부채에 대한 이자를 지급할 수 있는 능력을 판단하기 위해 산출한다. 이자보상배율이 1이면 영업활동으로 번 돈으로 이자를 지불하고 나면 남는 돈이 없다는 의미이다. 1보다 크다는 것은 영업 활동을 통해서 번 돈이 금융비용을 지불하고 남는다는 의미이다. 이자보상배율이 1미만이면 영업활동에서 창출한 이익으로 금융비용조차 지불할 수 없기 때문에 잠재적 부실기업으로 볼 수 있다.
2059,경제,이자소득,"이자란 자본의 사용대가로 원본금액(元本金額)과 사용기간에 비례하여 지급되는 금전 기타 대체물을 말하며, 이러한 자본(자금)의 이용관계로 인해 발생하는 소득을 이자소득이라고 한다. 국가 및 지방공공단체의 공채(公債) 및 내외국법인의 사채(社債)의 이자와 적금ㆍ부금ㆍ예탁금 등의 예금이자 또는 우편저금의 이자 및 신탁이익, 신용부금으로 인한 이익 등에 관련된 소득이 이에 속한다. 이자소득의 금액은 그 연도중의 이자 등 수입금액을 그대로 소득금액으로 간주하기 때문에 이자소득에는 수입금액에서 공제되는 경비는 일체 없다. 현행법상 이자소득에 대한 총수입금액의 계산은 원칙적으로 당해 연도에 수입하였거나 수입할 금액의 합계액으로 한다. 또한 이자소득은 종합소득에 포함되며, 이자소득에 대해 일정비율로 소득세를 원천징수하고 있다. "
2069,금융,이표채,"이표채는 영어로 쿠폰본드(Coupon bond)라고 부른다. 이표채 보유자는 채권의 만기까지 일정한 주기에 걸쳐 이자액을 받고, 만기에는 이자액과 액면가를 함께 받을 수 있다. 주기적으로 받는 이자액을 쿠폰(Coupon)이라고 일컫기도 하며, 쿠폰은 채권이 발행될 때 정해진 쿠폰 이자율에 따라서 채권 액면금액에 곱한 값으로 구할 수 있다. "
2071,금융,이행보증금,건설 또는 무역계약의 실행을 확보하기 위해 적립되는 보증금이다. 건설공사에서 낙찰자로 하여금 이행보증금을 적립하도록 하는 것은 계약을 체결하고도 공사실시를 하지 않을 경우 다시 경쟁입찰을 실시해야 하기 때문에 이로 인한 손실부담을 미리 확보하기 위한 것이다. 무역계약에서도 수출자가 계약을 이행하지 않으면 수입자가 막대한 손실을 보게 되므로 이행보증해야 한다.
2079,금융,인덱스펀드(Index Fund),"주가지표의 움직임에 연동되게 포트폴리오를 구성해 운용함으로써 시장의 평균 수익을 실현하는 것을 목표로 하는 상품. 특정지수와 동일한 수준의 수익률을 추구하거나 초과수익을 추구하더라도 그 목표를 합리적 범위로 제한하기 때문에 통상 시장평균 수익률을 목표로 운용되는 소극적인 펀드로 이해된다. 목표 인덱스를 무엇으로 선정하느냐에 따라 수익률이 크게 달라진다.1970년대 초반 미국 Wells Fargo Bank의 웰즈파고 투자자문에서 연금펀드를 대상으로 뉴욕증권거래소(NYSE:New York Stock Exchange)의 전 종목을 균등하게 편입해 구성한 인덱스펀드를 처음으로 개발했다. 이후 다양한 투자기법이 개발되었고 기관투자가들을 중심으로 급성장하였다.-인덱스 펀드의 기반이 된 이론은 분산투자이론, 자본시장선이론, 효율적 시장가설로, 시장에 있는 전 종목에 투자하되 각 종목이 시장에서 차지하는 비중을 개별투자자 입장에서의 투자비중에 일치시킨다는 원리다. 국내의 주요 인덱스에는 코스피지수(KOSPI), 코스피200지수, 한경지수, 매경지수 등이 있고 미국은 S&P500 등이 있다.-인덱스펀드는 효율적인 분산화 실현이 가능하고 증권매매에 따르는 비용을 절감하는 등 운용비용이 저렴하며, 투자자 스스로가 운용한다는 장점이 있다. 그러나 투자성과가 목표 인덱스보다 낮은 점, 구성종목 교체가 곤란한 점 등은 단점으로 지적된다. 그럼에도 평균 이상의 수익률을 추구하는 액티브펀드보다 더 나은 수익률로 선진국에서는 인덱스펀드가 빠른 성장세를 보이고 있다."
2081,금융,인버스(Inverse) ETF,"해당지수의 가격이 올라야 수익을 거두는 상장지수펀드(ETF)와는 정반대로 해당지수의 가격이 내려야 이익을 거둘수 있는 상품이다. 주식관련 장내 외 파생상품 투자 및 증권차입매도 등을 통해 기초지수(KOSPI 200지수)의 일일 변동률(일별수익률)을 음의 1배수 즉, 역방향으로 추적하는 ETF이다. 예를 들어, KOSPI 200지수가 1% 상승할 경우 인버스 ETF는 마이너스 1% 수익률, 반대로 KOSPI 200 지수가 1% 하락시 인버스 ETF는 플러스 1%의 수익률을 목표로 운영된다. 주식시장의 하락에 대비하기 위한 헤지수단으로 소액투자가 가능하다."
2083,경영,인수합병(Merger and Acquisition; M&A) ,"어떤 기업의 소유권을 획득하고자 하는 경영전략으로 대상기업들이 합쳐 단일회사가 되는 `합병(Merger)`과 경영권 획득을 목적으로 자산이나 주식을 취득하는 `인수(Acquisition)`를 합한 개념이다. 일반적인 M&A 방법으로는 주식인수, 영업양수, 자산취득, 위임장대결, 합병 등이 있다. `자산인수`는 대상기업의 자산뿐만 아니라 영업권 등 포괄적 권리를 매수하는 것이며, `주식인수`는 주주개별매수, 증권시장매수, 공개매수 등 주식매수를 통한 회사의 경영권 인수를 말한다. 부채를 제외한 자산만을 인수하는 자산인수는 원하지 않는 부채(부외부채나 부실의 규모가 큰 경우)를 책임지지 않아도 된다는 장점이 있다. 인수기업이 대상기업을 흡수하는 `흡수합병`과 두 기업이 합병해 새로운 회사를 설립하는 `신설합병`, 실질적인 인수기업이 소멸하고 피인수기업이 존속하는 `역합병`도 M&A방법 중 하나다. M&A는 인수 회사의 독단이 아닌 피인수 회사와의 합의에 의해 단행되는 ‘우호적 M&A’와 `피인수 회사의 의사와 관계없이 인수 회사가 독단적으로 경영권을 빼앗는 것으로 공개매수 방식이나 주식매집을 통해 이뤄지는 ‘적대적 M&A`로 나뉜다. M&A를 약육강식의 기업쟁탈전으로 보는 시각도 있으나 M&A가 이미 활성화된 선진국의 경우 M&A 이전에 반드시 기존 대주주가 대비토록 하고 기관투자가의 의결권도 제한하는 등 일정한 게임규칙이 마련돼 있다. 우리나라에서는 부실기업 인수와 그룹 계열사 간 합병이 대부분인 반면, 해외에서는 신기술 습득이나 해외유통망 확대 등 기업의 국제화 전략으로 사용되는 경우가 많다."
2122,경영,잉여현금흐름(FCF) ,"잉여현금흐름은 기업의 재무적 성과를 측정하는 지표로서 영어로는 Free Cash Flow라고 쓴다. 영업현금흐름에서 자본적지출을 차감한 금액을 말한다. 잉여현금흐름은 보유중인 자산을 유지하거나 확장하는데 필요한 금액을 사용한 후에도 기업이 만들어낼 수 있는 현금흐름을 의미한다. 잉여현금흐름이 중요한 것은 이 현금흐름이 기업으로 하여금 주주가치를 높일 수 있는 기회를 추구할 수 있게 해주기 때문이다. 잉여현금흐름은 빌딩이나 부동산 및 장비와 같은 자본적 지출을 차감한 후에 기업이 창출해내는 현금의 양을 측정하기 때문이다. 이러한 여유분의 현금(그래서 잉여현금이라는 이름이 붙여졌고, 영문으로는 자유롭게 사용할 수 있다는 의미에서 free cash flow라 불림)은 생산시설의 확장, 신제품 개발, 기업인수 자금, 배당금의 지급과 채무변제 등에 사용된다. 기업 애널리스트들은 재무제표상의 이익은 여러가지 회계적 처리 방법에 따라 왜곡이 될 수 있기에 이익보다는 기업이 창출해낼 수 있는 현금흐름에 더 주목을 한다. 그렇다고 마이너스 현금흐름이 꼭 나쁜 것은 아니다. 아마도 해당 기업이 대규모 투자를 진행했기 때문에 그럴 가능성이 있기 때문이다. 이러한 장기적 투자로 해당 기업의 미래수익이 증가한다면 이 또한 주주가치를 증가시키기 때문이다. 통상적으로 잉여현금흐름이 주당순이익(P/E)보다 더 정확한 지표라고 할 수 있다. "
2128,경영,"자기자본(Owners' Equity, Owner's Capital)","기업의 총자본에서 차입자본금(부채)를 뺀 금액으로, 미래 일정 시점에 상환해야 할 의무가 없는 기업 고유의 재산이다. 소유주에게 귀속되어야 할 몫을 나타내기 때문에 소유주지분 또는 주주지분이라고도 불린다. 회사의 설립 때 납입된 자본과 영업활동을 하면서 벌어들인 이익 등으로 구성된다. 자기자본은 구체적 구성항목은 자본금ㆍ자본잉여금ㆍ주식발행초과금ㆍ기타포괄손익누계액ㆍ이익잉여금이며, 여기서의 자본금은 주주들이 현금이나 기타자산으로 직접 투자한 자본 중 주식의 액면가액에 해당되는 금액을 의미하며 납입자본(contributed capital)이라 불리기도 한다."
2130,경영,자기자본비율,"총자본에 대비 자기자본의 비율. 기업의 자본 건전성을 판단하는 데 중요한 요건이 된다. 자기자본비율은 과거 외환위기 당시 국내 은행의 건전성을 따지기 위해서 BIS 자기자본비율을 거론하면서 많이 알려졌다. 언론에서 자주 회자되는 BIS 기준은 주로 은행의 부채 대비 자기자본 비율을 말한다. 통상적으로 은행은 자기자본비율이 8%, 상호저축은행 및 할부금융사는 4%가 넘었을 때, 일반 기업의 경우 50% 이상일 때 해당 기업이 건전하다고 평가한다. BIS기준 자기자본비율은 은행의 다양한 경영리스크 가운데 신용리스크만을 감안하여 제정되었다. 이후 금리, 환율 및 주가 등의 변동이 은행경영의 건전성에 미치는 영향이 크게 증가됨에 따라, 바젤위원회는 1996년 1월 시장리스크를 감안한 새로운 자기자본비율 기준을 정하여 1997년 말부터 회원국에 대하여 그 적용을 권고하고 있다."
2139,금융,자본(Capital),"자본(Capital)은 금융 자산 혹은 그에 상응하는 금융 가치(예를 들어 펀드, 예금 잔고 등), 공장이나 여타 생산 설비 부문에서 활용되는 도구, 유형 자산 등을 가리킨디. 추가적으로 생산에 활용되는 창고나, 건물, 임야 등도 자본에 포함되며, 생산 과정에서 소비되는 재료 등과 같은 것은 자본에 포함하지 않는다."
2141,경영,자본잉여금 ,"회사의 영업이익 이외의 원천에서 발생하는 잉여금을 의미한다. 잉여금은 기업회계상 회사의 순자산액이 법정자본액을 초과하는 부분으로, 자본거래에서 생긴 자본잉여금과 손익거래에서 생긴 이익잉여금이 있다. 자본잉여금은 크게 자본준비금, 재평가적립금, 기타 자본잉여금으로 구분할 수 있다. 자본준비금에는 주식발행시의 액면초과한 금액, 자본감소의 경우 감소액이 반환액을 초과한 금액, 회사합병의 경우 소멸된 회사의 순자산액이 있으며 재평가적립금은 자산재평가법에 의거해 기업이 사업용 고정자산을 재평가함으로써 발생한 평가익을 적립한 것을 말한다. 기타 자본잉여금에는 보험차익, 자기주식처분이익, 자본보전을 위한 자산증여익 및 채무면제이익 등이 있다. 한편 자본잉여금은 배당의 재원이 될 수 없으며 자본전입 및 결손금의 보전 이외의 목적으로는 사용될 수 없다. "
2147,경영,자사주,"자사주(자기주식)란 회사가 누구의 명의로든지 자기의 계산으로 자사가 발행한 주식을 취득해 보유하고 있는 주식을 말한다. 상법에서는 자기주식의 취득을 원칙적으로 금지하고 있지만 1997년부터 상장법인들이 경영권을 보호할 수 있도록 자기주식 취득을 발행주식 총수의 5% 이내에서만 취득할 수 있도록 예외적으로 허용했다. 자기주식 취득을 무제한 허용하지 않는 이유는, 첫째 자기주식 취득이 결과적으로 자본을 환급하는 것이므로 회사자본이 축소되어 회사 채권자의 이익에 손해를 끼치게 되고, 둘째 회사에 의한 주식시세의 조작이나 내부자 거래에 이용되는 등 투기의 폐해를 조장하며, 셋째 이사(理事)에 의해 회사 지배의 수단으로 이용될 수 있기 때문이다. 예외적으로 주식의 매입소각, 합병이나 영업양도에 의한 양수회사의 권리행사, 주식매수청구권의 행사 등의 경우에는 자사주식을 취득할 수 있도록 허용하였다. 하지만 주식을 매입 소각할 경우는 즉시 주식실효 절차를 밟아야 하고, 그 외의 경우에도 일정한 시기에 보유하고 있는 자기주식을 처분해야 한다."
2152,금융,자산운용사,"채권과 주식을 매매하고 펀드를 관리하는 펀드매니저가 있는 회사로 뮤추얼펀드에 모인 돈을 운용한다. 자산운용사는 펀드를 만들고 투자자의 이익을 위해 유가증권과 자산을 투자목적에 맞게 전문적으로 운용하여, 펀드의 운용 상태를 정기적으로 투자자에게 공개하거나 보내준다. 보통 펀드의 투자 수익률은 자산운용사에 달려 있기 때문에 투자자들은 운용사가 어디인지를 살펴보는 것이 중요하다."
2154,금융,자산유동화증권(ABS: Asset Backed Securities) ,"부동산, 매출채권, 유가증권, 주택저당채권 및 기타 재산권 등과 같은 기업이나 은행이 보유한 유ㆍ무형의 유동화자산(Underlying Asset)을 기초로 하여 발행된 증권
 
자산유동화(Asset Securitization)란 상대적으로 유동성이 떨어지지만 재산적 가치가 있는 자산을 담보로 증권을 발행하여 유통시키는 방법으로 대상자산의 유동성을 높이는 일련의 행위라 할 수 있다. 이러한 기법을 활용함으로서 금융기관 및 기업은 보유자산을 유동화하여 조기에 유동성을 확보할 수 있다. 또한 자산유동화는 다양한 자금조달 수단의 제공, 조달비용의 절감, 구조조정 촉진 및 재무지표의 개선 등에 활용된다. 

유동화전문회사(SPC)는 자산보유자(Originator)가 보유하고 있는 자산을 양도받은 후 이를 유동화하기 위하여 설립된 특수목적법인(Special Purpose Company)으로서 유동화자산을 기초로 자산유동화증권을 발행하고, 자산관리자 및 업무수탁자가 Paper Company인 유동화전문회사를 대신하여 유동화관련 제반업무를 수행하게 된다. 

자산유동화증권의 원리금은 유동화자산의 관리ㆍ운용ㆍ처분에 의해 발생하는 수익으로 상환한다. 유동화증권의 원리금지급능력을 제고하기 위하여 구조설계과정에서 다양한 신용보강(Credit Enhancement)이 이루어지기도 한다. 자산유동화증권은 유동화자산의 특성에 따라 ABS, MBS(Mortgage Backed Securities), CDO(Collateralized Debt Obligations) 등으로 불리며, 발행유가증권의 형태에 따라 ABS, ABCP(Asset Backed Commercial Paper), 출자증권, 수익증권 등으로 구분할 수 있다. 또한 자산보유자의 신용도보다 높은 신용등급을 받는 것이 일반적이다. 발행자 측면에서는 새로운 자금조달원 확보를 통해 자금조달수단을 다양화할 수 있으며 투자자 저변의 확대를 기대할 수 있고, 투자자 측면에서는 동일한 신용등급을 가진 증권에 대해 상대적으로 높은 수익률로 투자할 수 있다."
2177,금융,장외거래,"정규시장인 유가증권시장과 협회중개시장(코스닥시장) 이외의 장소에서 이루어지는 증권거래를 말한다. 주로 증권회사 창구를 통하여 증권업자와 고객간 이루어진다는 뜻에서 점두거래라고도 불린다. 매도측과 매수측이 직접 증권과 대금을 상호 교환하는 것이 특징이다. 장외거래의 경우 주로 비상장주식을 대상으로 하나, ECN(장외전자거래중개시장)에서는 상장주식도 거래되며, 상장주식 중 거래단위 미만의 단주도 장외에서 거래된다. 채권의 경우 전환사채와 일부 국공채를 제외하고 대부분 장외에서 거래되어 장외거래가 장내거래보다 많다. 장외거래에 있어 매매거래 및 결제방법 등은 금융감독위원회가 정하고 금융감독원이 감독을 하고 있다."
2178,금융,장외시장,"증권유통시장은 거래소시장과 장외시장으로 구별된다. 거래소시장은 일정한 거래규칙과 집중된 주문에 의하여 거래가 이루어지는 구체적ㆍ조직적인 시장인 데 반해, 장외시장은 고객과 증권회사, 증권회사 상호간 또는 고객 상호간 개별적인 접촉에 의하여 거래가 이루어지는 비조직적ㆍ추상적인 시장이다. 우리나라 증권유통시장의 경우 정규시장인 거래소시장이 증권거래소가 개설한 유가증권시장과 증권업협회가 개설한 협회중개시장(코스닥시장)으로 나눠지므로, 장외시장은 결국 유가증권시장 및 협회중개시장 밖에서 유가증권의 거래가 이루어지는 시장을 총칭한다. 따라서, ECN(장외전자거래중개시장)이나 제3시장(프리보드)도 모두 장외시장에 해당한다. 장외시장은 거래방법에 따라 직접거래시장(No Broker Market)과 점두시장(Over The Counter Market)으로 구분된다. 직접거래시장은 투자자 상호간의 개별적 접촉과 협상에 의하여 거래가 이루어지는 시장이고, 점두시장은 중개기관인 증권회사의 창구에서 주식거래가 이루어지는 시장으로 이를 일반적으로 협의의 장외시장이라고 한다."
2179,금융,장외주식,"유가증권이나 코스닥 시장에 상장되지 않은 회사 주식. 상장요건에 미달하거나 상장 준비 중인 경우, 또는 현금 보유가 많아 공모를 통한 상장이 필요하지 않은 경우 등 다양하다. 장외주식은 미래의 성장 잠재력을 가지거나 가치가 제대로 반영되지 않은 종목들이 많기 때문에 의외의 고수익을 창출할 수도 있다. 또 개인 간 매수매도 호가에 의한 의사 합의가 이뤄진 시점에 거래가 성사돼 외부 변수의 영향이 적다는 점도 특징이다. 다만, 상장되지 않은 만큼 주식종목의 정보 구하기가 여의치 않다는 점은 단점이다."
2189,경영,재무제표,"기업의 경영활동을 일반적으로 인정된 회계원칙(GAAP)에 따라 간결하게 요약한 재무보고서로, 기업의 실상을 정확히 파악하기 어려운 사람들에게 기업과 관련된 재무정보를 제공해 주는 데 목적이 있다. 재무제표의 종류는 이용자들이 어떤 유형의 재무정보를 필요로 하느냐에 따라 결정되며, 한국에서는 한국채택 국제회계기준(K-IFRS)에 따라 재무상태표ㆍ포괄손익계산서ㆍ자본변동표ㆍ현금흐름표 이상 4가지로 나눌 수가 있다. ▲ 재무상태표: 일정시점에서 자산ㆍ자본ㆍ부채 등 기업의 재무상태가 어떠한지 나타내는 표 ▲ 포괄손익계산서: 일정기간 동안 기업 활동 과정에서 발생한 비용과 수익들을 기록해 두는 표 ▲ 현금흐름표: 일정 기간 동안 기업의 경영 활동으로 인해 발생한 현금흐름 상황을 나타내는 표로, 여기서 현금이란 실제 기업이 보유하고 있는 화폐뿐만 아니라 기업이 필요로 할 때 쉽게 현금화할 수 있는 예금 및 만기 3개월 이내의 채권 등도 포함 ▲ 자본변동표: 자본의 크기와 그 변동에 관한 정보를 제공하는 재무제표로, 주주들의 최대 관심사인 자본의 변동내역에 대한 정보를 제공해 투자자들의 욕구를 충족시켜 주기 위한 표"
2255,과학,전자상거래,"재화나 용역의 거래과정에서 전부 또는 일부가 전자문서에 의한 상거래 행위를 말한다. 인터넷 등 전자적 통신수단을 통해 계약이 체결되는 상거래뿐 아니라 전자결제나 자판기에서 전자적 신호를 이용한 상품거래, 전자문서를 이용한 각종 표시ㆍ광고나 통지행위 등도 포함된다. 거래의 일부가 전자문서로 처리되면 상품의 판매나 그에 관한 계약의 성립여부에 관계없이 전자거래에 해당된다. 그러나 인터넷이 발달하면서 전자상거래는 인터넷상의 거래로 생각하게 되었다. 전자상거래는 비대면 거래이며 사업자의 소재파악과 상품에 대한 실체파악이 어렵다는 특성을 지니고 있다. 전자상거래 시 소비자를 보호하기 위해 「전자상거래 등에서의 소비자 보호에 관한 법률」을 제정 운영하고 있다. "
2263,과학,전자채권,"구매기업이 판매기업에 지급할 납품 대금을 약속어음이나 현금으로 결제하지 않고 은행을 통해 전자적으로 채권을 발행할 수 있도록 하는 서비스이다. 만기일에 대금을 은행을 통해 결제하여, 판매기업이 이를 은행에 양도하고 지급 만기일내에 필요한 자금을 지원받을 수 있다. 기업간 상거래에서 사용되고 있는 어음의 위변조, 연쇄부도 등 어음제도의 단점을 보완하기 위한 새로운 결제수단이다. 구매기업과 판매기업이 1:1 거래방식을 사용한다. 결제는 구매기업이 결제대금을 계좌이체방식으로 판매기업에게 즉시 지급하는 현금결제와 구매기업이 결제대금을 일정한 만기일을 두고 어음방식으로 판매기업에게 결제하는 채권결제(외상지급)으로 가능하다. 구매기업과 판매기업의 거래은행이 서로 다른 경우에도 이용할 수 있으며, 한국은행의 총액한도대출대상으로서 우대금리를 적용 받을 수 있다는 부가 장점도 존재한다."
2264,과학,전자청구지불시스템,"전화료ㆍ신용카드ㆍ세금ㆍ아파트 관리비ㆍ보험료 등 각종 요금 청구서들을 해당 업체가 인터넷상으로 고객에게 직접 혹은 인터넷 빌링회사를 통해 고지하고 고객이 이를 인터넷상에서 확인하고 결제하는 서비스이다. 이때 청구인(기업)은 청구내역을 수록한 컴퓨터 파일을 인터넷 빌링회사에 송부하고 빌링회사는 이를 고객이 거래하는 은행으로 전달하면 은행은 동 내역을 인터넷을 통해 고객에 고지하게 된다. 그리고 고객은 인터넷을 통해 청구금액 및 결제계좌 잔액을 확인하고 대금을 납부하면 결제내역은 빌링회사로 자동 전달되며 납부정보는 청구인에게 송부된다. 따라서 전자청구지불(EBPP) 서비스는 기존에 개별적으로 제공되던 전자고지와 전자결제를 결합하여 인터넷상에서 서비스를 제공하는 것이다. 금융기관의 경우 EBPP 활성화로 고객의 은행방문을 최소화함으로써 점포 관리비용을 절감할 수 있고 기업과 연계하여 CSP(Consumer Service Provider)로 시장에 직접 참여하여 은행고객의 확보 및 부가서비스 제공에 나설 수 있다. 반면, 장표 및 수표 우송을 담당하는 우체국, 장표인쇄업자 및 장표분류기 제조업자 등의 매출이 감소할 가능성이 높다."
2265,과학,전자화폐,"전자매체(컴퓨터, IC카드, 네트워크 장비 등)를 통해 지급결제ㆍ가치이전 등 화폐의 기능을 수행하는 전자지급수단을 말한다. 1990년대 중반 유럽중앙은행(ECB), 국제결제은행(BIS) 등에서 사용되기 시작했다. 물품화폐(곡물, 직물 등), 금속화폐(금화, 은화 등), 명목화폐(은행권, 주화)에 이은 '제4의 화폐'라고도 일컬어진다. 전자화폐는 가치저장 매체를 기준으로 크게 IC칩을 내장한 스마트카드에 화폐가치를 저장하는 'IC카드형(오프라인형)'과 인터넷과 연결된 PC에 화폐가치를 저장하여 통신망을 통해 이전하는' 네트워크형'으로 분류된다. 대한민국에서는 가맹점 업종이 5개 이상이어야 하고, 누군가 현금으로 즉시 지급을 보증하는 것만 전자화폐로 불릴 수 있다. 대표적인 전자화폐는 금융결제원의 K-Cash가 있다."
2267,금융,전환사채,"사채로 발행되었으나 일정한 기간이 지나면 사채권자의 청구가 있을 때 미리 결정된 조건대로 발행회사의 주식으로 전환할 수 있는 특약을 지닌 사채를 말한다. 전환사채는 주식과 같이 가격이 변동하므로 사채권자는 이자 외에 가격상승의 이익을 얻을 수 있다. 전환사채를 발행하려면 정관 또는 정관 변경의 특별결의서로서 전환의 조건, 전환으로 인하여 발행할 주식의 내용, 전환을 청구할 수 있는 기간 등을 정해야 한다. 전환사채의 발행방식은 다른 증권과 마찬가지로 공모와 사모로 구분된다. 공모란 인수단이 구성되어 증권을 인수한 후 불특정 다수의 투자자에게 판매하는 방식으로 거래소 상장, 신고서 및 사업설명서 제출 등 법적 장치를 수반함으로써 발행에 관한 제반사항이 투자자에게 신속히 전달된다. 이에 반해 사모는 특정 소수의 기관을 대상으로 모집함으로써 일반투자자는 투자참여 및 발행정보 공유에서 배제된다. 따라서 기존 일반주주의 경우 사모전환사채가 주식으로 전환될 때는 통상적 신주인수권을 원칙적으로 봉쇄당한 채 증자에 따른 불이익을 고스란히 떠안게 된다. 전환사채가 제도화된 이유는 신규사업의 착수 등에 있어 장기자금의 조달을 용이하게 하려는 데서 찾을 수 있다. 흔히 회사의 수익상태가 의심스러운 때는 주식보다도 사채의 보유가 자금공급자에게 선호되며, 또 수익성도 높은 경우가 많다."
2268,금융,전환주식,"	회사가 권리내용이 다른 여러 종류의 주식을 발행하는 경우 다른 종류의 주식으로 전환할 수 있는 권리, 즉 전환권이 인정되는 주식을 말한다. 전환주식의 가장 일반적인 행태는 우선주를 보통주로 전환하는 것이며 이 경우 전환주식을 전환우선주라고 한다. 전환우선주는 투자자가 이를 소유하고 있을 경우 회사의 사업전망이 좋을 때 배당률이 확정된 우선주를 보통주로 전환시킴으로써 추가적인 이익배당에 참가할 수 있는 이점을 갖고 있다. 한편 회사의 입장에서 전환 우선주를 발행하면 주식의 모집이 쉽고 자금조달이 용이하다.	"
2295,금융,제2금융권,"은행을 제1금융권이라고 하는데 반해, 은행을 제외한 금융기관을 통칭하여 부른다. 은행법의 적용을 받지 않으면서도 일반 상업은행과 유사한 기능을 담당하고 있어 비은행금융기관(non-bank depository institution)이라고도 한다. 1980년대 이후 보험회사와 증권회사 등을 중심으로 성장한 뒤 다양하게 분화되었다. 요구불 예금을 취급하지 않아 신용창조 기능이 제약되며, 중앙은행의 금융정책의 규제 대상이 되지 않는다는 특징을 지닌다. 또한 일반 은행이 간접금융인 데 비하여 자금이 공급자로부터 수요자에게 직접 융통되는 직접금융인 경우가 일반적이다. 보험회사와 증권회사를 비롯하여 신용카드회사ㆍ상호저축은행ㆍ새마을금고ㆍ신용협동조합ㆍ리스회사ㆍ벤처캐피털 등이 이에 속한다. 한편 제1금융권에는 특수은행과 일반은행ㆍ지방은행 등이 있으며, 주로 제도권 금융기관에서 대출이 힘들 때 이용하는 대부업 등의 금융권을 제3금융권이라고 부른다."
2297,금융,제3금융권,"제도금융권에 속하지 않는 나머지 금융기관으로 사금융권이란 말과 같은 뜻으로 사용된다. 최근 언론에서는 소비자금융이라고 표현하기도 한다. 주로 대출을 전문으로 하는 대부업체 및 사채업체가 해당된다.일반적으로 통화금융기관을 제1금융권이라 하고 특수은행, 일반은행, 지방은행이 여기에 속한다. 제2금융권은 비통화금융기관으로 보험사(생명보험/화재보험), 증권사, 투자신탁회사(투자신탁운용사/자산운용사), 여신금융회사(신용카드사/캐피털회사/할부금융사/벤처금융사), 상호저축은행 등이 있다."
2314,금융,조기상환위험,"대출금에 대해 예정된 상환일보다 대출원금을 미리 상환하는 위험을 말한다. 고정금리 대출의 경우, 만기까지의 현금흐름을 감안하여 듀레이션 매치 등의 금리위험 관리기법을 수행하는데 이러한 대출이 만기이전에 상환된다면 원래의 계획이 틀어져 금리위험관리가 어려워 진다. 이에 따라 금융기관들은 조기상환에 대해 페널티로 조기상환수수료를 부과한다. "
